kind,domain,votes,source,title,published_at,slug,currencies,id,url,created_at
news,dailyhodl.com,"{'negative': 0, 'positive': 7, 'important': 4, 'liked': 4, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 0, 'comments': 1}","{'title': 'The Daily Hodl', 'region': 'en', 'domain': 'dailyhodl.com', 'path': None}","$100,000,000,000 in TradFi Money Waiting for Bitcoin ETF Approval, Says Bloomberg Intelligence Analysts",2023-11-20T19:05:54Z,100000000000-in-TradFi-Money-Waiting-for-Bitcoin-ETF-Approval-Says-Bloomberg-Intelligence-Analysts,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19051010,https://cryptopanic.com/news/19051010/100000000000-in-TradFi-Money-Waiting-for-Bitcoin-ETF-Approval-Says-Bloomberg-Intelligence-Analysts,2023-11-20 19:05:54+00:00
news,cryptobriefing.com,"{'negative': 0, 'positive': 10, 'important': 5, 'liked': 7, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 2, 'comments': 0}","{'title': 'CryptoBriefing', 'region': 'en', 'domain': 'cryptobriefing.com', 'path': None}","ARK Ignores SEC Advice, Refiles In-Kind Bitcoin Spot ETF",2023-11-20T15:39:10Z,ARK-Ignores-SEC-Advice-Refiles-In-Kind-Bitcoin-Spot-ETF,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19050524,https://cryptopanic.com/news/19050524/ARK-Ignores-SEC-Advice-Refiles-In-Kind-Bitcoin-Spot-ETF,2023-11-20 15:39:10+00:00
news,u.today,"{'negative': 0, 'positive': 5, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 1, 'comments': 0}","{'title': 'U.Today', 'region': 'en', 'domain': 'u.today', 'path': None}","XRP, BTC, ETH, ADA, SOL Funds Attract More Inflows: Report",2023-11-20T15:39:00Z,XRP-BTC-ETH-ADA-SOL-Funds-Attract-More-Inflows-Report,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}]",19050530,https://cryptopanic.com/news/19050530/XRP-BTC-ETH-ADA-SOL-Funds-Attract-More-Inflows-Report,2023-11-20 15:39:00+00:00
news,newsbtc.com,"{'negative': 6, 'positive': 10, 'important': 3, 'liked': 7, 'disliked': 6, 'lol': 6, 'toxic': 0, 'saved': 1, 'comments': 1}","{'title': 'NewsBTC', 'region': 'en', 'domain': 'newsbtc.com', 'path': None}",ADA Price (Cardano) Breaking This Confluence Resistance Could Restart Rally,2023-11-20T04:28:28Z,ADA-Price-Cardano-Breaking-This-Confluence-Resistance-Could-Restart-Rally,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ADA', 'title': 'Cardano', 'slug': 'cardano', 'url': 'https://cryptopanic.com/news/cardano/'}]",19049104,https://cryptopanic.com/news/19049104/ADA-Price-Cardano-Breaking-This-Confluence-Resistance-Could-Restart-Rally,2023-11-20 04:28:28+00:00
news,en.bitcoinsistemi.com,"{'negative': 1, 'positive': 35, 'important': 19, 'liked': 28, 'disliked': 1, 'lol': 3, 'toxic': 0, 'saved': 3, 'comments': 2}","{'title': 'en bitcoinsistemi', 'region': 'en', 'domain': 'en.bitcoinsistemi.com', 'path': None}","JUST IN: Pro-Bitcoin Candidate Javier Milei Wins Election in Argentina, BTC Breaks $37,000",2023-11-19T23:40:06Z,JUST-IN-Pro-Bitcoin-Candidate-Javier-Milei-Wins-Election-in-Argentina-BTC-Breaks-37000,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19048931,https://cryptopanic.com/news/19048931/JUST-IN-Pro-Bitcoin-Candidate-Javier-Milei-Wins-Election-in-Argentina-BTC-Breaks-37000,2023-11-19 23:40:06+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 4, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",3 lessons I have learned from the Bitcoin Standard,2023-11-18T11:20:40Z,3-lessons-I-have-learned-from-the-Bitcoin-Standard,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19047131,https://cryptopanic.com/news/19047131/3-lessons-I-have-learned-from-the-Bitcoin-Standard,2023-11-18 11:20:40+00:00
news,finbold.com,"{'negative': 0, 'positive': 4, 'important': 4, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 4, 'comments': 4}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Bitcoin set for parabolic rally ‘in a matter of weeks’ as halving phase begins,2023-11-18T09:22:41Z,Bitcoin-set-for-parabolic-rally-in-a-matter-of-weeks-as-halving-phase-begins,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19046969,https://cryptopanic.com/news/19046969/Bitcoin-set-for-parabolic-rally-in-a-matter-of-weeks-as-halving-phase-begins,2023-11-18 09:22:41+00:00
news,finbold.com,"{'negative': 0, 'positive': 5, 'important': 4, 'liked': 5, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 5, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",How to effectively trade the upcoming Solana rally,2023-11-18T07:24:47Z,How-to-effectively-trade-the-upcoming-Solana-rally,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}]",19046832,https://cryptopanic.com/news/19046832/How-to-effectively-trade-the-upcoming-Solana-rally,2023-11-18 07:24:47+00:00
news,newsbtc.com,"{'negative': 6, 'positive': 8, 'important': 3, 'liked': 6, 'disliked': 4, 'lol': 4, 'toxic': 0, 'saved': 0, 'comments': 0}","{'title': 'NewsBTC', 'region': 'en', 'domain': 'newsbtc.com', 'path': None}",Cardano Falling Wedge Pattern: Analyst Predicts 100% Increase Following Breakout,2023-11-17T23:00:59Z,Cardano-Falling-Wedge-Pattern-Analyst-Predicts-100-Increase-Following-Breakout,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}, {'code': 'ADA', 'title': 'Cardano', 'slug': 'cardano', 'url': 'https://cryptopanic.com/news/cardano/'}]",19046484,https://cryptopanic.com/news/19046484/Cardano-Falling-Wedge-Pattern-Analyst-Predicts-100-Increase-Following-Breakout,2023-11-17 23:00:59+00:00
news,cryptobriefing.com,"{'negative': 1, 'positive': 12, 'important': 8, 'liked': 7, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 2, 'comments': 0}","{'title': 'CryptoBriefing', 'region': 'en', 'domain': 'cryptobriefing.com', 'path': None}",SEC Advises Bitcoin ETF Firms on Cash Creations to Address Broker Concerns,2023-11-17T17:47:21Z,SEC-Advises-Bitcoin-ETF-Firms-on-Cash-Creations-to-Address-Broker-Concerns,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19045928,https://cryptopanic.com/news/19045928/SEC-Advises-Bitcoin-ETF-Firms-on-Cash-Creations-to-Address-Broker-Concerns,2023-11-17 17:47:21+00:00
news,en.bitcoinsistemi.com,"{'negative': 0, 'positive': 12, 'important': 6, 'liked': 7, 'disliked': 1, 'lol': 0, 'toxic': 0, 'saved': 1, 'comments': 1}","{'title': 'en bitcoinsistemi', 'region': 'en', 'domain': 'en.bitcoinsistemi.com', 'path': None}","BREAKING Bloomberg Analyst Says He Heard Insider Rumors About Bitcoin Spot ETF, Bitcoin Price Soars",2023-11-17T17:13:05Z,BREAKING-Bloomberg-Analyst-Says-He-Heard-Insider-Rumors-About-Bitcoin-Spot-ETF-Bitcoin-Price-Soars,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19045874,https://cryptopanic.com/news/19045874/BREAKING-Bloomberg-Analyst-Says-He-Heard-Insider-Rumors-About-Bitcoin-Spot-ETF-Bitcoin-Price-Soars,2023-11-17 17:13:05+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Bitcoin ‘parabolic bull run soon’ as BTC hits crucial resistance zone,2023-11-17T14:38:43Z,Bitcoin-parabolic-bull-run-soon-as-BTC-hits-crucial-resistance-zone,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19045396,https://cryptopanic.com/news/19045396/Bitcoin-parabolic-bull-run-soon-as-BTC-hits-crucial-resistance-zone,2023-11-17 14:38:43+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 4, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",3 cryptocurrencies under $1 to buy next week,2023-11-17T11:22:11Z,3-cryptocurrencies-under-1-to-buy-next-week,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}]",19044918,https://cryptopanic.com/news/19044918/3-cryptocurrencies-under-1-to-buy-next-week,2023-11-17 11:22:11+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Dogecoin on-chain transactions spike; Will DOGE hit $0.1?,2023-11-17T09:56:58Z,Dogecoin-on-chain-transactions-spike-Will-DOGE-hit-01,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'DOGE', 'title': 'Dogecoin', 'slug': 'dogecoin', 'url': 'https://cryptopanic.com/news/dogecoin/'}]",19044658,https://cryptopanic.com/news/19044658/Dogecoin-on-chain-transactions-spike-Will-DOGE-hit-01,2023-11-17 09:56:58+00:00
news,decrypt.co,"{'negative': 2, 'positive': 9, 'important': 3, 'liked': 7, 'disliked': 2, 'lol': 1, 'toxic': 0, 'saved': 3, 'comments': 1}","{'title': 'Decrypt', 'region': 'en', 'domain': 'decrypt.co', 'path': None}",Why Cathie Wood Is Bullish on Solana,2023-11-16T21:18:11Z,Why-Cathie-Wood-Is-Bullish-on-Solana,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}]",19043758,https://cryptopanic.com/news/19043758/Why-Cathie-Wood-Is-Bullish-on-Solana,2023-11-16 21:18:11+00:00
news,bitcoinmagazine.com,"{'negative': 0, 'positive': 4, 'important': 3, 'liked': 4, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 1, 'comments': 0}","{'title': 'Bitcoin Magazine', 'region': 'en', 'domain': 'bitcoinmagazine.com', 'path': None}",Bitcoin Price Up 120% Since El Salvador Became First Nation to Buy 1 BTC A Day,2023-11-16T12:30:00Z,Bitcoin-Price-Up-120-Since-El-Salvador-Became-First-Nation-to-Buy-1-BTC-A-Day,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19042398,https://cryptopanic.com/news/19042398/Bitcoin-Price-Up-120-Since-El-Salvador-Became-First-Nation-to-Buy-1-BTC-A-Day,2023-11-16 12:30:00+00:00
news,finbold.com,"{'negative': 0, 'positive': 4, 'important': 4, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 4, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}","Bitcoin uses more sustainable energy than any other industry, data shows",2023-11-16T11:27:27Z,Bitcoin-uses-more-sustainable-energy-than-any-other-industry-data-shows,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19042226,https://cryptopanic.com/news/19042226/Bitcoin-uses-more-sustainable-energy-than-any-other-industry-data-shows,2023-11-16 11:27:27+00:00
news,finbold.com,"{'negative': 2, 'positive': 10, 'important': 7, 'liked': 10, 'disliked': 2, 'lol': 2, 'toxic': 0, 'saved': 4, 'comments': 16}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Solana adds $4 billion in 24 hours; Is $70 next for SOL?,2023-11-15T13:15:29Z,Solana-adds-4-billion-in-24-hours-Is-70-next-for-SOL,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}]",19039769,https://cryptopanic.com/news/19039769/Solana-adds-4-billion-in-24-hours-Is-70-next-for-SOL,2023-11-15 13:15:29+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Google Bard predicts Bitcoin price for start of 2024,2023-11-15T10:25:03Z,Google-Bard-predicts-Bitcoin-price-for-start-of-2024,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19039284,https://cryptopanic.com/news/19039284/Google-Bard-predicts-Bitcoin-price-for-start-of-2024,2023-11-15 10:25:03+00:00
news,en.bitcoinsistemi.com,"{'negative': 0, 'positive': 15, 'important': 8, 'liked': 10, 'disliked': 1, 'lol': 2, 'toxic': 0, 'saved': 2, 'comments': 3}","{'title': 'en bitcoinsistemi', 'region': 'en', 'domain': 'en.bitcoinsistemi.com', 'path': None}",Chinese Company Announces It Will Invest $100 Million in Bitcoin and Ethereum!,2023-11-14T19:09:07Z,Chinese-Company-Announces-It-Will-Invest-100-Million-in-Bitcoin-and-Ethereum,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'USDT', 'title': 'Tether', 'slug': 'tether', 'url': 'https://cryptopanic.com/news/tether/'}]",19038018,https://cryptopanic.com/news/19038018/Chinese-Company-Announces-It-Will-Invest-100-Million-in-Bitcoin-and-Ethereum,2023-11-14 19:09:07+00:00
news,en.bitcoinsistemi.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 2, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 2, 'comments': 1}","{'title': 'en bitcoinsistemi', 'region': 'en', 'domain': 'en.bitcoinsistemi.com', 'path': None}",New Bitcoin Statement from Coinbase!,2023-11-14T18:14:06Z,New-Bitcoin-Statement-from-Coinbase,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19037925,https://cryptopanic.com/news/19037925/New-Bitcoin-Statement-from-Coinbase,2023-11-14 18:14:06+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",$6.7 billion Ark says Bitcoin and crypto to be worth $25 trillion by 2030,2023-11-14T14:31:47Z,67-billion-Ark-says-Bitcoin-and-crypto-to-be-worth-25-trillion-by-2030,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19037326,https://cryptopanic.com/news/19037326/67-billion-Ark-says-Bitcoin-and-crypto-to-be-worth-25-trillion-by-2030,2023-11-14 14:31:47+00:00
news,feeds2.benzinga.com,"{'negative': 4, 'positive': 7, 'important': 4, 'liked': 5, 'disliked': 4, 'lol': 7, 'toxic': 0, 'saved': 0, 'comments': 0}","{'title': 'Benzinga', 'region': 'en', 'domain': 'feeds2.benzinga.com', 'path': None}","ADA To The Moon? Analyst Foresees A Whopping 10,000% Surge For Cardano, Reaching $35 Levels",2023-11-14T13:35:34Z,ADA-To-The-Moon-Analyst-Foresees-A-Whopping-10000-Surge-For-Cardano-Reaching-35-Levels,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ADA', 'title': 'Cardano', 'slug': 'cardano', 'url': 'https://cryptopanic.com/news/cardano/'}]",19037159,https://cryptopanic.com/news/19037159/ADA-To-The-Moon-Analyst-Foresees-A-Whopping-10000-Surge-For-Cardano-Reaching-35-Levels,2023-11-14 13:35:34+00:00
news,zycrypto.com,"{'negative': 2, 'positive': 3, 'important': 4, 'liked': 3, 'disliked': 1, 'lol': 1, 'toxic': 0, 'saved': 1, 'comments': 0}","{'title': 'ZyCrypto', 'region': 'en', 'domain': 'zycrypto.com', 'path': None}","XRP, Ether, Solana, Cardano, Shiba Inu Brace For $1 Trillion ‘Bull Shock’ As Spot Bitcoin ETF Comes Nigh",2023-11-13T19:10:06Z,XRP-Ether-Solana-Cardano-Shiba-Inu-Brace-For-1-Trillion-Bull-Shock-As-Spot-Bitcoin-ETF-Comes-Nigh,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'XRP', 'title': 'XRP', 'slug': 'ripple', 'url': 'https://cryptopanic.com/news/ripple/'}, {'code': 'ADA', 'title': 'Cardano', 'slug': 'cardano', 'url': 'https://cryptopanic.com/news/cardano/'}, {'code': 'SHIB', 'title': 'Shiba Inu', 'slug': 'shiba-inu', 'url': 'https://cryptopanic.com/news/shiba-inu/'}]",19035412,https://cryptopanic.com/news/19035412/XRP-Ether-Solana-Cardano-Shiba-Inu-Brace-For-1-Trillion-Bull-Shock-As-Spot-Bitcoin-ETF-Comes-Nigh,2023-11-13 19:10:06+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Crypto eyeing ‘historic move’ as ‘tons of new liquidity’ return to market,2023-11-13T11:40:32Z,Crypto-eyeing-historic-move-as-tons-of-new-liquidity-return-to-market,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19034267,https://cryptopanic.com/news/19034267/Crypto-eyeing-historic-move-as-tons-of-new-liquidity-return-to-market,2023-11-13 11:40:32+00:00
news,finbold.com,"{'negative': 4, 'positive': 6, 'important': 5, 'liked': 5, 'disliked': 3, 'lol': 2, 'toxic': 0, 'saved': 4, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Coinbase to launch Solana perpetual futures; Will the SOL rally continue?,2023-11-13T10:43:41Z,Coinbase-to-launch-Solana-perpetual-futures-Will-the-SOL-rally-continue,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}]",19034107,https://cryptopanic.com/news/19034107/Coinbase-to-launch-Solana-perpetual-futures-Will-the-SOL-rally-continue,2023-11-13 10:43:41+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 4, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",‘Rich Dad’ R. Kiyosaki: Protect yourself from Central Bankers by saving Bitcoin,2023-11-13T09:44:26Z,Rich-Dad-R-Kiyosaki-Protect-yourself-from-Central-Bankers-by-saving-Bitcoin,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19033973,https://cryptopanic.com/news/19033973/Rich-Dad-R-Kiyosaki-Protect-yourself-from-Central-Bankers-by-saving-Bitcoin,2023-11-13 09:44:26+00:00
news,bitcoinist.com,"{'negative': 0, 'positive': 20, 'important': 11, 'liked': 12, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 2, 'comments': 4}","{'title': 'Bitcoinist', 'region': 'en', 'domain': 'bitcoinist.com', 'path': None}",Spot Bitcoin ETF Approval Could Come This Week: Expert,2023-11-13T07:10:29Z,Spot-Bitcoin-ETF-Approval-Could-Come-This-Week-Expert,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19033704,https://cryptopanic.com/news/19033704/Spot-Bitcoin-ETF-Approval-Could-Come-This-Week-Expert,2023-11-13 07:10:29+00:00
news,dailycoin.com,"{'negative': 2, 'positive': 9, 'important': 6, 'liked': 5, 'disliked': 2, 'lol': 4, 'toxic': 0, 'saved': 3, 'comments': 3}","{'title': 'Dailycoin', 'region': 'en', 'domain': 'dailycoin.com', 'path': None}",Could a Solana ETF Be Next as GSOL Reaches All-Time High?,2023-11-12T18:05:00Z,Could-a-Solana-ETF-Be-Next-as-GSOL-Reaches-All-Time-High,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}]",19033148,https://cryptopanic.com/news/19033148/Could-a-Solana-ETF-Be-Next-as-GSOL-Reaches-All-Time-High,2023-11-12 18:05:00+00:00
news,beincrypto.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 3, 'disliked': 0, 'lol': 1, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'BeInCrypto', 'region': 'en', 'domain': 'beincrypto.com', 'path': None}",Solana Eclipses $60: A Detailed Look at the Factors Driving SOL Price Rally,2023-11-12T16:56:08Z,Solana-Eclipses-60-A-Detailed-Look-at-the-Factors-Driving-SOL-Price-Rally,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}, {'code': 'XLM', 'title': 'Stellar', 'slug': 'stellar', 'url': 'https://cryptopanic.com/news/stellar/'}]",19033118,https://cryptopanic.com/news/19033118/Solana-Eclipses-60-A-Detailed-Look-at-the-Factors-Driving-SOL-Price-Rally,2023-11-12 16:56:08+00:00
news,finbold.com,"{'negative': 0, 'positive': 3, 'important': 3, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}","Over 60,000 Bitcoin millionaires emerge in 2023, 3x more since January",2023-11-12T14:15:12Z,Over-60000-Bitcoin-millionaires-emerge-in-2023-3x-more-since-January,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}]",19032920,https://cryptopanic.com/news/19032920/Over-60000-Bitcoin-millionaires-emerge-in-2023-3x-more-since-January,2023-11-12 14:15:12+00:00
news,cryptopotato.com,"{'negative': 0, 'positive': 7, 'important': 3, 'liked': 6, 'disliked': 1, 'lol': 1, 'toxic': 0, 'saved': 2, 'comments': 0}","{'title': 'Feed - Cryptopotato.Com', 'region': 'en', 'domain': 'cryptopotato.com', 'path': None}","Solana (SOL) Explodes 45% Weekly, Bitcoin (BTC) Maintains $37K (Weekend Watch)",2023-11-12T09:18:34Z,Solana-SOL-Explodes-45-Weekly-Bitcoin-BTC-Maintains-37K-Weekend-Watch,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'SOL', 'title': 'Solana', 'slug': 'solana', 'url': 'https://cryptopanic.com/news/solana/'}]",19032640,https://cryptopanic.com/news/19032640/Solana-SOL-Explodes-45-Weekly-Bitcoin-BTC-Maintains-37K-Weekend-Watch,2023-11-12 09:18:34+00:00
news,finbold.com,"{'negative': 0, 'positive': 4, 'important': 4, 'liked': 4, 'disliked': 0, 'lol': 0, 'toxic': 0, 'saved': 3, 'comments': 0}","{'title': 'Finbold', 'region': 'en', 'domain': 'finbold.com', 'path': None}",Top 3 cryptocurrencies under $0.10 to buy next week,2023-11-12T08:52:40Z,Top-3-cryptocurrencies-under-010-to-buy-next-week,"[{'code': 'BTC', 'title': 'Bitcoin', 'slug': 'bitcoin', 'url': 'https://cryptopanic.com/news/bitcoin/'}, {'code': 'ETH', 'title': 'Ethereum', 'slug': 'ethereum', 'url': 'https://cryptopanic.com/news/ethereum/'}, {'code': 'SHIB', 'title': 'Shiba Inu', 'slug': 'shiba-inu', 'url': 'https://cryptopanic.com/news/shiba-inu/'}]",19032624,https://cryptopanic.com/news/19032624/Top-3-cryptocurrencies-under-010-to-buy-next-week,2023-11-12 08:52:40+00:00
